,User_Age,Income,Child_Count,Day_Cnt,Recency,Marital_Status_Joined,Education_Graduate,Education_Postgraduate,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Spent,Purchases_Z1,Purchases_Z2,Purchases_Z3
494,51,13260.0,1,236.0,48,1,1,0,9,4,17,10,2,7,0,0,0,0,0,0,0,49,1.6693004087804815,0.9307748092249823,0.2455430281715238
495,64,47472.0,1,22.0,39,1,0,1,56,0,11,0,0,8,0,0,0,0,0,0,0,75,1.0729661147831375,-0.5622667442709168,0.13171670522986784
496,52,54603.0,1,571.0,85,1,0,1,145,13,46,17,2,4,0,0,0,0,0,0,0,227,0.7997130468712305,1.6488939717751536,1.027123347282839
497,63,45207.0,2,295.0,64,1,0,1,203,0,10,0,0,2,0,1,0,0,0,0,0,215,0.6014233483297656,0.9925534782202116,0.8339537155108455
498,35,40689.0,1,359.0,69,1,1,0,270,3,27,39,6,99,0,0,0,0,0,0,0,444,0.5523995548745211,2.7963322858604855,0.42701390617107365
499,44,47821.0,2,569.0,54,1,0,0,9,0,16,6,6,10,0,0,0,0,0,0,0,47,1.9455914276499164,-0.5354467146452806,-0.3268865346238063
500,40,27450.0,1,655.0,57,1,0,1,37,12,23,8,11,52,0,0,0,0,0,0,0,143,1.4175378499437863,-0.5855651720788675,-0.2953264623250283
501,46,39453.0,2,153.0,64,1,1,0,46,0,7,0,0,2,0,0,0,0,0,0,0,55,1.431108033296457,-0.39628664362418214,0.045187363236394676
502,36,26850.0,1,289.0,10,1,0,0,31,1,13,7,2,9,0,0,0,0,0,0,0,63,0.7182660837850723,-0.034750339706927744,1.0484008482415497
503,33,61794.0,1,270.0,74,1,0,1,264,47,188,54,47,11,0,0,0,0,0,0,0,611,-1.5820517920100718,-0.6778918464379953,0.3225318802968158
504,37,53863.0,1,514.0,4,1,1,0,399,4,30,6,4,30,0,1,0,0,0,0,0,473,-0.018467956381811316,1.1697277438200318,-0.8651970027789392
505,46,24221.0,2,89.0,94,1,1,0,8,9,9,2,5,22,0,0,0,0,0,0,0,55,1.0138102702475424,-1.3669797835711655,0.3002509787564766
506,44,39684.0,2,310.0,41,0,0,1,19,0,35,6,4,17,0,0,0,0,0,1,1,81,1.6000851250239299,-0.24843697977032522,0.07940905823796941
507,58,69882.0,2,355.0,94,0,0,1,292,127,635,132,127,165,0,0,0,0,0,0,0,1478,-2.0195372901173596,-1.518865759323999,0.7325682278135202
508,40,33178.0,2,596.0,9,1,1,0,12,6,2,11,2,16,0,0,0,0,0,0,0,49,1.2029750970333886,-1.3488493467782878,0.179499941761428
509,63,59973.0,1,468.0,47,1,0,1,130,30,168,20,34,0,0,0,0,0,0,0,0,382,-1.1070671380414456,-1.5392155637184006,0.45044967103404693
510,47,17459.0,2,252.0,12,1,0,1,6,4,16,3,10,30,0,0,0,0,0,0,1,69,1.4569098959787343,0.29742440731727643,0.19828971790555322
511,63,23910.0,0,440.0,80,0,1,0,16,12,18,7,1,13,0,0,0,0,0,0,0,67,1.6067026767296324,-0.5674347352859898,-0.41607749932007654
512,31,42169.0,1,87.0,20,1,0,1,19,0,9,0,0,2,0,0,0,0,0,0,0,30,1.955650866870873,-0.1609479649502212,0.007781708836356545
513,43,26224.0,2,72.0,39,1,0,0,4,7,15,13,9,15,0,0,0,0,0,0,0,63,1.2520026457315672,-0.039918330722000656,0.5006066436916052
514,59,31089.0,0,644.0,57,1,1,0,31,3,31,2,8,4,0,0,0,0,0,0,0,79,1.4867531337003377,0.59364661691644,-0.12919249239147423
515,53,30081.0,1,288.0,27,0,1,0,36,0,2,0,0,4,0,0,0,0,0,0,0,42,1.7599373449957845,-0.7387973726785322,-0.20028991552749761
516,59,62807.0,1,43.0,83,1,1,0,526,28,135,10,21,99,0,0,0,0,0,0,0,819,-1.3240756180254,0.5708930663152738,-0.13926290852524503
517,55,72906.0,0,313.0,79,0,1,0,400,32,519,71,75,54,0,0,0,0,0,0,0,1151,-1.4520428097598204,-1.4644744489453656,0.3703151168283759
518,30,61467.0,1,625.0,69,1,0,1,410,16,114,0,5,49,0,0,0,0,0,0,0,594,-0.7899351195211792,0.5142823883351171,-0.17987939131462238
519,39,49618.0,0,564.0,77,1,0,1,80,3,26,4,2,14,0,0,0,0,0,0,0,129,1.2944814993405036,0.7092937143988527,0.4928906842628805
520,49,21888.0,0,231.0,15,0,0,1,88,10,46,2,3,64,0,0,0,0,0,0,1,213,1.717462246629782,1.624700405897176,-0.27840706350836764
521,37,42429.0,1,150.0,99,0,1,0,55,0,6,2,0,4,0,0,0,0,0,0,0,67,1.2095237921226312,-0.7891303758428543,0.5083226031203302
522,42,26150.0,0,291.0,61,0,1,0,5,1,13,3,5,1,0,0,0,0,0,0,0,28,1.7599373449957845,-0.7387973726785322,-0.20028991552749761
523,39,30801.0,1,283.0,23,1,0,0,8,4,5,15,2,11,0,0,0,0,0,0,0,45,1.769996784216741,-0.36429862298347293,0.13437832793266505
524,45,81168.0,1,611.0,84,1,1,0,410,0,592,147,22,22,0,0,0,1,0,0,0,1193,-1.1954629775316388,-0.6184263354742695,-0.450106318536307
525,45,26877.0,2,253.0,74,0,0,1,101,13,76,20,18,40,0,0,0,0,0,0,0,268,0.5712450306668962,-0.13094277086496614,-0.1700510148696423
526,36,45006.0,1,390.0,90,0,0,1,162,25,53,16,0,10,0,0,0,0,0,0,0,266,-0.16826449237564337,-1.0781229372732637,-0.16499667814371455
527,33,18978.0,1,681.0,41,1,0,0,2,8,1,4,7,15,0,0,0,0,0,0,0,37,1.9455914276499164,-0.5354467146452806,-0.3268865346238063
528,53,22574.0,1,493.0,28,1,1,0,25,0,8,2,0,2,0,0,0,0,0,0,0,37,1.6167621159505885,-0.19293598559093042,-0.08140925585991395
529,54,48240.0,1,667.0,73,0,0,1,389,91,248,64,49,41,0,0,0,0,0,0,1,882,-1.6497981221507396,0.7796262610943335,-0.3951177694206596
530,59,45837.0,0,285.0,88,1,1,0,215,13,87,17,17,24,0,0,0,0,0,0,0,373,0.31069643525878216,1.6544910542516962,0.22081265913468362
531,66,35791.0,2,567.0,94,0,0,1,27,0,5,0,0,3,0,0,0,0,0,0,0,35,1.955650866870873,-0.1609479649502212,0.007781708836356545
532,28,54162.0,1,547.0,31,0,1,0,5,6,10,6,5,10,0,0,0,0,0,0,0,42,1.2029750970333886,-1.3488493467782878,0.179499941761428
533,41,30522.0,1,138.0,6,1,0,1,179,8,83,19,11,26,0,0,0,0,0,0,0,326,-0.5413519801178661,-0.06959319333120632,1.7724645651677793
534,58,54456.0,3,475.0,23,1,0,1,352,0,27,10,0,15,0,0,0,0,0,0,0,404,-0.050887370769791114,0.7950144483942373,-0.5228127998900517
535,39,31632.0,1,611.0,92,0,1,0,17,8,12,11,15,32,0,0,0,0,0,0,0,95,1.590025685802973,-0.6229357294653847,-0.255259185222193
536,49,72298.0,0,53.0,52,0,1,0,625,35,169,58,17,35,0,1,1,0,0,0,0,939,-0.8986491436625647,-1.3870930469194973,0.15397832734925537
537,45,36975.0,0,314.0,50,0,0,0,10,6,11,0,4,2,0,0,0,0,0,0,0,33,1.7599373449957845,-0.7387973726785322,-0.20028991552749761
538,70,72635.0,0,346.0,54,1,0,0,390,22,323,104,35,107,0,0,0,1,0,0,0,981,-1.7796344488158355,-0.728318640032297,0.07296510654672031
539,41,13624.0,1,565.0,93,1,1,0,10,2,15,2,1,6,0,0,0,0,0,0,0,36,1.431108033296457,-0.39628664362418214,0.045187363236394676
540,45,70971.0,0,597.0,28,1,1,0,1001,17,572,93,125,17,0,0,0,0,0,0,1,1825,-2.137841468702682,3.0971278094686276,0.8979705600475449
541,40,34487.0,2,338.0,94,0,0,1,19,18,33,24,1,8,0,0,0,0,0,0,0,103,1.8448950522136567,0.7596267175631747,-0.21572183438494744
542,49,28769.0,3,419.0,76,0,1,0,41,5,129,10,3,3,0,0,0,0,0,0,0,191,1.3300077213024712,0.9502294755493566,-0.35082565828531365
543,36,65488.0,2,468.0,46,1,0,1,603,45,207,36,18,54,0,0,0,0,0,0,0,963,-0.9345793021822586,-1.5765861211049177,0.4905169481368823
544,54,62466.0,1,681.0,13,1,0,0,129,129,259,168,121,83,0,0,0,0,0,0,0,889,-1.642845490503771,1.2879025450646833,0.44088261369880943
545,53,32218.0,1,353.0,27,0,0,0,10,24,15,13,1,30,1,0,0,0,0,0,1,93,1.4175378499437863,-0.5855651720788675,-0.2953264623250283
546,65,46102.0,0,111.0,3,0,1,0,14,0,1,0,0,1,0,0,0,0,0,0,0,16,1.9324251808549717,-0.7761679300650492,-0.1602226384246622
547,59,56181.0,0,391.0,6,1,1,0,121,103,69,8,44,48,0,0,0,0,0,0,0,393,-0.3250099047735096,-0.721540078640347,-0.38662984403755396
548,38,63120.0,1,525.0,53,0,0,1,965,69,279,54,41,69,0,0,0,0,0,0,1,1477,-1.0640538982819638,2.110437684997094,-0.12952954287171897
549,39,73691.0,1,391.0,58,1,1,0,707,21,250,85,43,73,1,0,0,0,0,0,0,1179,-1.1652158032523088,-0.3736468128401893,-0.27041080707276716
550,54,63381.0,1,646.0,78,1,1,0,571,50,142,33,50,159,0,0,0,0,0,0,0,1005,-2.2685612479315673,0.165086888318797,0.9924175729036828
551,37,76140.0,2,661.0,57,1,0,1,586,66,653,17,0,26,0,0,0,0,0,0,0,1348,-2.001218689989662,-1.121162372250969,0.536100346430656
552,37,62859.0,1,558.0,37,0,0,1,1063,89,102,16,12,25,0,0,0,0,0,0,0,1307,-0.8955385808456423,1.5918392425017736,-0.4331869197196456
553,44,45906.0,1,222.0,20,0,1,0,305,3,27,4,3,144,1,0,0,0,0,0,0,486,-0.1433971971587039,-0.12070057926480054,-0.03264189816767657
554,44,46463.0,1,165.0,56,1,0,1,163,2,40,8,11,11,0,0,0,0,0,0,0,235,0.6215422267716785,1.74155097761033,1.5032902024311705
555,41,55282.0,0,437.0,9,0,0,1,125,6,73,8,4,19,0,0,0,0,0,0,0,235,0.189877426137676,-0.9121428366265291,-0.2515260201371876
556,52,78710.0,3,111.0,42,1,0,1,721,0,152,119,50,50,0,0,0,0,0,0,0,1092,-2.383693517569375,0.6558763726884739,-0.08198834602895014
557,62,66886.0,0,390.0,28,1,1,0,315,4,62,41,31,146,0,0,0,0,0,0,0,599,-0.39983556091103173,0.38852767805846866,-0.9466720080464847
558,52,98777.0,1,537.0,23,0,0,1,1000,19,711,125,115,38,0,1,0,0,0,0,0,2008,-1.9936665708186212,-1.7038714348336381,0.061361363565730714
559,64,29103.0,1,639.0,38,1,1,0,16,0,17,6,3,6,0,0,0,0,0,0,0,48,2.1413049495250047,0.0424026930830306,-0.11881491025995208
560,43,67445.0,1,235.0,63,1,1,0,757,80,217,29,80,11,0,0,0,0,0,0,0,1174,-2.2987358103515025,2.1543004629301805,-0.09742026488639983
561,54,50616.0,1,632.0,71,1,0,1,30,2,25,0,1,9,0,0,0,0,0,0,0,67,0.47001426908009114,-1.7363105422511516,0.5133769398462579
562,66,49431.0,0,47.0,9,0,1,0,219,3,100,26,0,17,0,0,0,0,0,0,0,365,0.5021023587697389,0.9238385373851897,-1.2463273111297395
563,50,61278.0,1,418.0,87,1,1,0,111,3,28,2,6,15,0,0,0,0,0,0,0,165,0.9162207023852711,-0.20568388563800058,-0.08991646066397148
564,67,26490.0,0,476.0,92,1,0,0,45,47,52,21,20,25,0,0,0,0,0,0,0,210,0.7437328665260836,-0.16831332825148335,-0.12998373776680694
565,43,73059.0,2,315.0,36,1,0,1,410,112,420,0,82,71,0,0,0,0,0,0,0,1095,-2.3152750880452406,0.34136601584859017,-1.5852203886224125
566,44,46734.0,0,524.0,86,0,0,1,100,1,39,6,1,76,1,0,0,0,0,0,0,223,0.9196625899005252,0.4878126195727234,0.7402383403542374
567,44,56253.0,1,198.0,83,1,1,0,509,0,65,7,11,5,0,0,0,0,0,0,0,597,-0.7282030983192077,1.3974865134619958,-0.36331565743309074
568,37,19986.0,1,37.0,74,1,1,0,3,6,5,0,2,6,0,0,0,0,0,0,0,22,1.9131720132619365,-0.9101600100710749,0.01549766826508143
569,56,58330.0,1,286.0,87,0,1,0,445,53,213,104,98,151,0,0,0,0,0,0,0,1064,-2.044735910032631,-0.19085233312191455,-0.817106600249628
570,54,25965.0,0,132.0,29,1,0,0,2,2,11,41,7,11,0,0,0,0,0,0,0,74,1.7923567593837644,-0.36408407725273795,-0.5426741184163854
571,29,14661.0,1,671.0,88,1,0,1,4,1,11,6,2,2,0,0,0,0,0,0,0,26,1.5742832623416525,-0.9421480307117842,-0.07369329643118884
572,40,18690.0,1,686.0,77,1,1,0,6,1,7,23,4,19,0,0,0,0,0,0,0,60,1.9289144367232576,-0.5909477088246747,-0.16606822052592302
573,64,45068.0,1,77.0,25,1,0,1,14,0,3,0,0,3,0,0,0,0,0,0,0,20,1.9324251808549717,-0.7761679300650492,-0.1602226384246622
574,59,21063.0,1,695.0,34,0,0,0,1,10,11,19,3,15,0,0,0,0,0,0,0,59,1.431108033296457,-0.39628664362418214,0.045187363236394676
575,39,29187.0,0,142.0,43,1,0,1,26,0,6,0,0,2,0,0,0,0,0,0,0,34,1.9455914276499164,-0.5354467146452806,-0.3268865346238063
576,61,54690.0,1,176.0,76,1,0,0,111,16,37,7,9,18,0,0,0,0,0,0,0,198,0.19683005778464432,-0.40386655265617943,0.5844743629822815
577,56,59304.0,0,645.0,81,1,0,1,418,61,428,80,51,10,0,0,0,0,0,0,0,1048,-2.231393416768561,0.7482250423629359,0.11305166307050761
578,67,59247.0,1,302.0,87,0,0,1,327,9,122,19,14,83,0,0,0,0,0,0,0,574,-0.411674322565947,1.4292599883719705,0.40292775361222954
579,51,77353.0,1,569.0,38,1,1,0,275,59,107,69,101,59,0,0,0,0,0,0,0,670,-1.1722372915157375,-0.003206370359441191,-0.28210197127528835
580,29,52614.0,1,227.0,63,0,0,1,789,0,142,12,9,38,0,0,0,0,0,0,0,990,0.1833177121653989,0.12474571220339649,0.07466188750979268
581,39,26751.0,1,186.0,26,1,1,0,1,1,5,0,3,1,0,0,0,0,0,0,0,11,2.1180792635091032,-0.5728172720317974,-0.286819257520971
582,34,81300.0,0,660.0,17,1,0,1,1004,12,145,32,12,36,0,0,0,1,0,0,1,1241,-0.8828341083418493,1.1661123515723653,-0.9377298877682916
583,58,70337.0,0,544.0,75,0,1,0,187,81,149,25,43,91,0,0,0,0,0,0,0,576,-1.437941995499538,-1.4874645405926012,0.2243987953223526
584,55,36145.0,0,548.0,13,1,0,0,56,4,76,17,1,18,1,0,0,0,0,0,1,172,1.512554996382615,1.2873576678578986,0.02390986227768471
585,40,65295.0,1,409.0,19,0,0,1,365,32,117,34,110,6,0,0,0,0,0,0,0,664,-1.7671752437565915,-1.0935111245731672,-0.03730164767432224
586,27,68118.0,1,277.0,51,0,1,0,595,23,123,10,23,154,0,0,0,0,0,0,0,928,-1.3632712532322595,0.5060858069816907,-0.2028460836664822
587,43,41039.0,2,234.0,32,1,0,0,34,11,137,179,61,45,0,0,0,0,0,0,0,467,0.3388082512826303,0.7207024250826726,-1.7967831383824806
588,50,38946.0,1,335.0,84,1,1,0,116,6,82,6,6,41,0,0,0,0,0,0,0,257,0.38559094801276445,-0.334293428898218,-0.04345439577333364
589,52,65777.0,2,233.0,87,1,1,0,565,32,435,28,32,54,0,0,0,0,0,0,0,1146,-1.5380039410594912,-1.8204705056689705,1.1893086799096533
590,44,66476.0,1,655.0,99,0,0,1,372,18,126,47,48,78,0,0,0,0,0,0,0,689,-1.1581364772554552,-0.026196462006676823,-0.4280182927813119
591,34,86857.0,1,195.0,96,0,0,1,899,102,838,133,102,40,0,0,0,0,0,0,1,2114,-2.123675553068873,-0.9172888323262677,0.013578127034170395
592,40,77845.0,2,38.0,40,1,0,1,760,40,480,0,40,26,0,0,1,1,0,0,0,1346,-2.158671144123229,-1.3704932135786922,0.3708643225149181
593,51,69476.0,1,607.0,3,1,0,1,260,86,559,63,9,67,0,0,0,0,0,0,0,1044,-0.9355138696475966,-1.312874814037913,0.46976937344376163
594,35,50611.0,0,178.0,98,0,0,1,459,0,24,6,0,4,0,1,0,0,0,0,1,493,-0.47089902371800224,1.5032636755228201,1.3957712460557856
595,29,61209.0,1,378.0,73,0,1,0,466,0,224,119,49,99,0,0,0,0,0,0,0,957,-0.5212540575562101,-1.0871208662667378,-0.10827132133396129
596,34,42315.0,0,188.0,90,1,0,1,67,15,80,17,11,80,0,0,0,0,0,0,0,270,0.10829274981859739,-0.8383536952064143,1.4183699186554186
597,51,13084.0,1,254.0,29,1,0,0,2,0,7,3,7,10,0,0,0,0,0,0,0,29,1.5742832623416525,-0.9421480307117842,-0.07369329643118884
598,47,47570.0,0,668.0,3,0,0,1,67,1,20,0,2,31,0,0,0,0,0,0,1,121,1.4209797374590403,0.10793133313185627,0.5348283386931802
599,32,61923.0,0,339.0,94,1,0,1,92,4,18,3,3,6,0,0,0,0,0,0,0,126,0.502433683468071,-1.3615972468253577,0.17099273695737094
600,59,34824.0,1,248.0,65,0,1,0,4,2,11,2,0,4,0,0,0,0,0,0,0,23,1.7467710982008398,-0.979518588098301,-0.03362601932835367
601,47,26518.0,0,192.0,33,0,0,1,20,1,28,3,3,2,0,0,0,0,0,0,1,57,1.812475637825677,0.3849134221373805,0.12666236850394014
602,38,45938.0,1,479.0,46,0,1,0,273,11,178,62,83,29,0,0,0,0,0,0,0,636,-0.7624227910214033,0.671479105719113,-0.8867358228473926
603,42,78468.0,0,655.0,29,1,1,0,434,22,388,104,22,34,0,0,0,1,0,0,0,1004,-2.707705555877215,0.3280952339100709,-1.1978019931262933
604,32,78901.0,0,694.0,99,0,1,0,321,11,309,33,26,34,0,0,0,0,0,0,0,734,-0.915253522729829,0.7913990561465712,-0.5953456848794039
605,25,71427.0,0,44.0,26,1,1,0,212,123,177,15,64,23,0,0,0,0,0,0,0,614,-1.1003769744763494,0.375779778011399,-0.9551792128505421
606,54,90247.0,1,633.0,27,0,0,1,1184,32,352,21,16,16,0,1,1,1,0,0,1,1621,-1.1070671380414456,-1.5392155637184006,0.45044967103404693
607,44,41335.0,0,308.0,24,0,0,1,112,19,21,16,14,5,0,0,0,0,0,0,0,187,0.9586995559942072,0.5435281594828528,-0.09763242009269629
608,56,71952.0,1,352.0,93,1,1,0,656,80,455,52,107,93,1,0,1,0,0,0,0,1443,-1.4787066280480419,0.33951890442564336,-0.713677138860446
609,62,35682.0,0,239.0,34,0,0,1,23,0,8,6,2,18,0,0,0,0,0,0,0,57,0.6425021049392785,-1.773681099637669,0.5534442169490938
610,65,43185.0,2,396.0,88,0,1,0,537,6,42,16,6,30,0,0,0,0,0,0,0,637,-0.35518446719344526,1.2676734959710363,-1.4764676818276363
611,53,66375.0,2,338.0,96,1,0,1,712,0,45,0,0,191,1,0,0,0,0,0,0,948,0.5251865763097856,0.18378213170565252,0.6561285813747699
612,19,35178.0,0,95.0,10,1,0,1,23,1,13,2,2,18,1,0,0,0,0,0,1,59,1.7432603540691252,-0.7942983668579268,-0.039471601429614395
613,65,25252.0,2,447.0,26,1,1,0,1,3,4,2,2,6,0,0,0,0,0,0,0,18,2.1180792635091032,-0.5728172720317974,-0.286819257520971
614,53,55250.0,0,238.0,49,0,0,1,664,58,83,32,0,66,0,0,0,0,0,0,0,903,-1.6538394971900656,1.1771151024366284,0.08546679554552647
615,54,33249.0,0,81.0,11,0,1,0,6,10,21,19,14,42,0,0,0,0,0,0,0,112,1.2419432065106102,-0.4144170804170598,0.16593840023144257
616,41,58398.0,1,285.0,44,1,1,0,299,5,201,21,21,49,0,0,0,0,0,0,0,596,-1.0089431840286287,0.19992974194307575,0.2683538559774531
617,36,50272.0,2,109.0,75,1,1,0,99,13,66,43,8,4,0,0,0,0,0,0,0,233,0.7862117201350198,0.5808987168693701,-0.13769969719553182
618,26,87305.0,0,61.0,19,0,0,0,345,25,501,63,138,80,0,0,1,0,0,0,1,1152,-1.2112054009929594,-0.9376386367206687,-0.268540429745303
619,46,25851.0,1,185.0,45,1,1,0,9,4,18,7,5,5,0,0,0,0,0,0,0,48,1.6167621159505885,-0.19293598559093042,-0.08140925585991395
620,44,45160.0,1,2.0,9,0,1,0,8,2,5,3,0,3,0,0,0,0,0,0,0,21,1.9324251808549717,-0.7761679300650492,-0.1602226384246622
621,63,74806.0,1,445.0,1,1,0,1,670,9,249,0,28,9,0,0,0,0,0,0,0,965,-0.501539115672023,-0.28668067991153506,0.053887443825796646
622,66,59111.0,1,220.0,90,1,1,0,524,0,134,28,28,155,0,0,0,0,0,0,0,869,-0.8240133437475203,1.1435513513866,-2.4377511019724145
623,43,18988.0,1,535.0,43,1,0,1,6,0,6,2,1,1,0,0,0,0,0,0,0,16,1.769996784216741,-0.36429862298347293,0.13437832793266505
624,49,7500.0,1,616.0,19,1,1,0,7,0,12,13,7,32,1,0,0,0,0,0,1,71,1.6951022714627586,1.624485860166441,0.3986453828406824
625,39,44794.0,1,494.0,99,1,1,0,54,0,7,0,0,4,0,0,0,0,0,0,0,65,1.4210485940755002,-0.7707853933192419,-0.28948088022376783
626,61,80395.0,0,411.0,62,1,1,0,445,25,706,80,76,48,0,0,0,1,0,0,0,1380,-2.432721066267553,-0.6530546433678129,-0.40309504795912715
627,39,56962.0,0,569.0,60,1,0,1,292,3,77,10,3,26,0,0,0,0,0,0,0,411,0.14165048691484902,2.3853581168489364,1.0109001830500566
628,54,89891.0,0,644.0,17,1,1,0,412,22,132,59,28,183,0,0,1,0,0,0,0,836,-2.3267997256391477,0.44284719332245603,-1.454206059708249
629,36,35946.0,1,503.0,24,0,0,1,8,0,3,0,0,0,0,0,0,0,0,0,0,11,1.5418638479536724,-1.3168613261375786,0.2686909064576988
630,44,53593.0,1,455.0,60,1,0,1,349,4,78,6,0,43,0,0,0,0,0,0,0,480,0.20080633145044405,3.1900711561491852,0.8423659095234485
631,56,66373.0,2,92.0,57,1,1,0,328,9,124,12,24,109,0,0,0,0,0,0,0,606,-0.967770859679465,1.4342134336563086,1.6277744045112237
632,49,45072.0,1,557.0,74,0,0,1,144,2,99,7,2,30,0,0,0,0,0,0,0,284,0.8580031805579473,1.838601591691308,0.0135322801461624
633,60,89694.0,0,423.0,22,0,1,0,1126,28,211,37,28,42,0,1,1,1,0,0,0,1472,0.2090617371142509,0.10056596983059403,0.39706289209001694
634,30,72025.0,1,37.0,46,1,1,0,967,0,617,43,50,0,0,1,1,1,0,0,1,1677,-2.866234045951975,-1.0128006711450133,0.35066595350833885
635,49,67432.0,0,501.0,69,1,1,0,432,79,341,177,136,170,0,0,0,0,0,0,0,1335,-0.9779201113971384,0.17190623808669733,-0.43265699345405667
636,38,70545.0,1,697.0,29,1,0,1,138,39,63,55,18,21,0,0,0,0,0,0,0,334,-0.5071532432959274,-1.110110957913973,-0.25418764283998435
637,48,17487.0,1,21.0,37,1,0,0,0,0,1,7,4,6,0,0,0,0,0,0,0,18,1.9324251808549717,-0.7761679300650492,-0.1602226384246622
638,59,62882.0,0,218.0,26,1,1,0,509,133,497,78,24,97,0,0,0,0,0,0,0,1338,-1.1696611148493612,0.07528471546718912,-0.29700396386714845
639,38,64108.0,0,155.0,8,0,0,1,948,10,86,13,21,21,0,0,0,0,0,0,0,1099,-2.4297519719264855,0.9706012752590928,0.7441912502154625
640,49,34941.0,3,261.0,26,1,0,1,39,2,25,4,3,24,0,0,0,0,0,0,0,97,1.6491815303385684,0.18177730983486343,-0.423793458748801
641,23,48767.0,0,440.0,79,0,0,1,28,1,21,3,0,10,0,0,0,0,0,0,0,63,1.0663485630774352,-0.24326898875525255,0.6272032627879139
642,65,38702.0,2,275.0,71,1,0,0,13,11,24,13,8,40,0,0,0,0,0,0,0,109,1.1053855291711174,-0.1875534488451229,-0.21066749765901951
643,61,82224.0,2,691.0,83,1,1,0,307,26,360,138,31,40,0,0,0,1,0,0,0,902,-1.796311439742495,-0.783819634211692,0.23378342064460397
644,36,83844.0,2,382.0,57,1,1,0,901,31,345,75,31,191,0,0,1,0,0,0,0,1574,-1.9502531497443472,-1.218370696779789,0.07439297883012637
645,66,17003.0,3,256.0,37,1,0,0,2,5,12,4,8,7,0,0,0,0,0,0,0,38,1.083025554004094,-0.18776799457585772,0.4663849486900304
646,41,71163.0,2,263.0,30,0,1,0,283,17,372,138,106,44,0,0,0,0,0,0,0,960,-2.7261656244807666,-1.4248845239573245,0.7331174335000615
647,65,33697.0,0,61.0,34,0,1,0,4,3,7,0,3,11,1,0,0,0,0,0,0,28,1.9324251808549717,-0.7761679300650492,-0.1602226384246622
648,41,63564.0,1,457.0,0,1,0,0,769,80,252,15,34,65,1,0,0,0,0,0,1,1215,-2.3864283633489283,0.5682935674383898,-0.9685402890252601
649,62,83443.0,1,26.0,89,1,0,1,518,42,742,55,56,84,0,0,0,0,0,0,0,1497,-2.171130349182473,-1.0053007290378217,0.4811310767359607
650,25,51518.0,1,468.0,92,1,0,1,350,8,66,17,4,4,0,0,0,0,0,0,0,449,-0.8648333875180954,-0.6096429522115305,0.17022077100299016
651,45,58330.0,1,689.0,87,0,1,0,445,53,213,104,98,151,0,0,0,0,0,0,0,1064,-2.044735910032631,-0.19085233312191455,-0.817106600249628
652,58,75507.0,2,480.0,56,1,1,0,709,93,374,104,80,80,0,0,0,0,0,0,0,1440,-1.7077741317764474,-0.34933249166145725,-0.6001121350285333
653,64,63855.0,3,179.0,28,1,0,0,359,35,314,93,116,89,0,0,0,0,0,0,0,1006,-2.008805751512937,-0.0013592589364944964,-1.1536452210372543
654,36,62220.0,1,332.0,55,1,0,1,799,12,375,16,12,12,0,0,0,0,0,0,1,1226,-0.7848516228048865,1.549981286439476,0.6146258424186051
655,50,58512.0,0,155.0,25,1,1,0,895,10,101,13,0,152,0,0,0,0,0,0,0,1171,0.060261361562116054,1.4196045986811168,0.8628790340977014
656,62,40662.0,0,413.0,0,1,0,1,40,2,23,0,4,23,0,0,0,0,0,0,0,92,0.8706350412023466,-0.8211183964835637,0.41913163842405987
657,39,38829.0,1,202.0,86,1,0,1,76,0,7,0,0,16,0,0,0,0,0,0,0,99,0.8763180254427111,-0.8764048449322236,-0.09710249382710655
658,19,35523.0,0,112.0,8,1,0,0,11,5,22,12,5,11,0,0,0,0,0,0,0,66,1.4635274476844367,-0.021573348198388083,-0.2971968396524927
659,44,79146.0,1,287.0,33,0,1,0,245,16,223,21,43,16,0,0,0,0,0,0,0,564,-0.5399039823822391,0.8006115308707802,-1.3291234880382077
660,60,78285.0,0,151.0,13,1,0,1,647,107,391,175,67,40,0,0,0,0,0,0,0,1427,-1.7129264851092005,-0.5063146633147177,-0.570308149844813
661,42,31626.0,0,180.0,12,0,0,1,39,1,9,2,1,34,1,0,0,0,0,0,1,86,1.590025685802973,-0.6229357294653847,-0.255259185222193
662,39,48726.0,1,186.0,90,1,1,0,138,3,38,4,0,59,0,0,0,0,0,0,0,242,0.7371153148203814,0.1506844272641812,0.3655028197912391
663,35,67430.0,0,58.0,6,1,1,0,595,97,291,127,133,121,0,0,0,0,0,0,0,1364,-2.4562780769817865,1.0171611757279058,-1.9884194433072555
664,36,46891.0,0,505.0,91,1,0,0,43,12,23,29,15,61,0,0,0,0,0,0,0,183,0.6880877661222029,-1.1582465887921054,0.0443961178610621
665,42,62058.0,1,687.0,52,1,0,1,301,7,74,10,0,58,0,0,0,0,0,0,0,450,-0.04082793154883451,1.1695131980892968,-0.18814455642988906
666,50,72063.0,1,283.0,3,1,1,0,180,32,348,76,32,90,0,0,0,0,0,0,0,758,-1.7019324784229064,-0.39552722068666335,-0.21489233169152974
