,ID,User_Age,Income,Child_Count,Day_Cnt,Recency,Marital_Status_Joined,Education_Graduate,Education_Postgraduate,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response
219,6798,34,37070.0,1,592.0,30,0,1,0,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1
220,5341,26,81975.0,1,79.0,2,0,0,0,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0
221,1606,45,38590.0,0,227.0,65,1,1,0,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0
222,9617,44,15033.0,2,76.0,37,0,1,0,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0
223,3233,34,62745.0,1,540.0,89,1,0,1,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0
224,89,52,22212.0,1,659.0,49,1,0,0,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0
225,2936,36,23661.0,1,460.0,46,1,0,1,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0
226,9449,38,79761.0,1,612.0,32,0,0,1,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0
227,7297,62,7500.0,1,567.0,54,0,1,0,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0
228,11004,42,60182.0,0,690.0,23,0,0,0,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,0
229,313,28,73455.0,1,133.0,98,0,1,0,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0
230,9940,48,64961.0,2,466.0,97,1,1,0,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0
231,10735,52,22804.0,1,540.0,75,0,1,0,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0
232,9529,43,73687.0,1,410.0,8,1,1,0,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1
233,6439,63,61074.0,0,74.0,37,1,1,0,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0
234,7411,49,31686.0,1,463.0,31,1,0,1,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0
235,2176,39,80134.0,1,202.0,40,1,1,0,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1
236,9265,32,75027.0,1,207.0,74,1,1,0,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0
237,8867,56,67546.0,1,268.0,90,1,0,1,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0
238,8932,41,65176.0,1,185.0,57,1,0,1,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0
239,10236,121,31160.0,1,43.0,59,0,0,1,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0
240,6340,46,29938.0,0,244.0,52,0,1,0,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0
241,10089,56,102692.0,1,553.0,5,0,1,0,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1
242,2227,43,26490.0,1,333.0,92,1,0,0,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0
243,10992,24,75702.0,0,213.0,77,1,1,0,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0
244,5304,56,30899.0,1,681.0,35,0,0,1,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0
245,309,50,63342.0,2,24.0,48,1,0,1,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0
246,3406,42,45989.0,1,405.0,97,0,1,0,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0
247,2661,61,18701.0,1,536.0,95,0,1,0,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0
248,3153,26,40737.0,0,667.0,24,0,0,1,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0
249,10264,45,15287.0,1,608.0,60,0,1,0,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1
250,1184,39,69674.0,1,286.0,46,0,0,1,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0
251,4200,29,44159.0,1,245.0,85,1,0,1,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0
252,9396,40,37717.0,0,450.0,31,1,0,1,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0
253,2387,56,43776.0,0,645.0,9,1,0,1,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1
254,6690,47,38179.0,2,669.0,30,1,0,1,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0
255,1225,40,80124.0,1,624.0,47,1,1,0,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0
256,9703,53,38097.0,1,621.0,70,1,0,1,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1
257,291,50,72940.0,1,615.0,13,1,1,0,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0
258,4557,50,22070.0,2,390.0,11,1,1,0,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0
259,2379,57,69267.0,3,203.0,31,0,1,0,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1
260,5726,35,31788.0,1,627.0,15,0,0,1,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0
261,3066,46,61905.0,2,403.0,2,1,0,1,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0
262,6336,44,29315.0,1,12.0,55,1,1,0,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0
263,10967,36,33378.0,1,583.0,38,0,1,0,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0
264,2304,62,66313.0,2,511.0,86,1,0,1,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0
265,3445,48,60714.0,2,472.0,56,0,1,0,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1
266,7828,51,77882.0,0,3.0,29,1,0,1,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0
267,3762,44,69867.0,2,622.0,30,0,0,1,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1
268,4391,44,63841.0,0,375.0,64,0,0,1,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0
269,4669,44,24480.0,1,268.0,46,1,0,0,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0
270,10144,61,51369.0,0,645.0,84,1,1,0,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0
271,8652,31,37760.0,1,101.0,20,1,1,0,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0
272,1672,39,65640.0,1,145.0,74,1,0,1,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0
273,8962,54,44319.0,2,84.0,18,1,0,1,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0
274,9974,51,30631.0,2,508.0,75,1,1,0,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0
275,10983,51,75278.0,1,286.0,17,1,1,0,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0
276,8148,58,50898.0,0,528.0,88,1,0,1,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0
277,10102,33,79946.0,0,60.0,19,0,1,0,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0
278,4697,28,35416.0,0,453.0,62,0,0,1,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0
279,9262,46,32414.0,1,434.0,11,1,0,0,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0
280,7254,33,38361.0,1,503.0,74,1,1,0,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0
281,4543,38,82497.0,1,612.0,32,1,1,0,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0
282,4927,68,16626.0,0,667.0,76,1,1,0,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0
283,10451,40,29672.0,1,120.0,6,1,1,0,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0
284,2926,39,55951.0,2,73.0,62,1,0,1,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0
285,2874,40,35388.0,1,352.0,20,0,0,0,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0
286,9738,62,42386.0,0,516.0,43,1,0,1,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0
287,7119,58,68627.0,2,537.0,45,0,1,0,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0
288,3924,48,57912.0,0,48.0,34,0,0,1,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0
289,5827,65,35246.0,0,381.0,53,0,1,0,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0
290,5596,30,58821.0,0,360.0,44,1,0,0,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0
291,10812,45,46377.0,1,184.0,89,1,0,1,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0
292,1717,34,39747.0,0,606.0,43,0,1,0,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0
293,9491,43,23976.0,2,165.0,68,1,1,0,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0
294,9274,49,80950.0,2,474.0,44,1,0,1,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0
295,6609,62,27038.0,1,675.0,64,0,1,0,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1
296,6963,26,77457.0,1,479.0,85,0,1,0,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0
297,4440,28,64100.0,1,532.0,93,1,0,1,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0
298,1379,32,42670.0,0,533.0,12,1,0,1,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0
299,10032,49,12571.0,1,104.0,86,0,1,0,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0
300,2826,56,22574.0,2,74.0,28,1,1,0,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0
301,6320,58,70893.0,1,260.0,42,0,0,1,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0
302,3050,36,54198.0,1,120.0,13,1,1,0,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0
303,231,26,28839.0,1,77.0,86,1,0,1,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0
304,2392,30,40321.0,1,184.0,59,1,1,0,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0
305,9478,53,66503.0,0,458.0,30,0,1,0,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0
306,113,48,30833.0,0,649.0,33,1,1,0,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0
307,1802,67,64795.0,0,116.0,23,1,1,0,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0
308,520,50,34421.0,1,292.0,81,1,1,0,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0
309,8275,22,47025.0,0,428.0,6,0,0,1,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0
310,9750,38,64325.0,1,162.0,41,0,0,1,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0
311,2607,47,40464.0,3,244.0,78,0,1,0,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0
312,7214,25,62187.0,0,391.0,49,1,1,0,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0
313,5835,38,14849.0,0,508.0,39,0,0,1,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0
314,3896,48,27255.0,2,194.0,3,1,1,0,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0
315,10350,58,54432.0,2,110.0,37,1,0,1,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0
316,7786,42,29999.0,2,335.0,22,0,0,1,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0
317,2861,29,24072.0,1,684.0,79,0,1,0,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0
318,663,63,33996.0,2,348.0,46,0,0,1,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0
319,10675,44,66334.0,3,310.0,82,1,0,1,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1
320,2521,43,35178.0,1,528.0,10,1,0,1,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1
321,9592,40,22010.0,1,363.0,51,1,1,0,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0
322,10151,49,62204.0,2,140.0,38,0,1,0,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0
323,7381,53,75693.0,1,507.0,10,0,1,0,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1
324,4099,61,30675.0,1,534.0,14,1,1,0,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0
325,9560,57,83003.0,0,359.0,18,1,1,0,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1
326,1150,38,83532.0,1,362.0,36,1,0,1,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,0
327,10172,30,68655.0,1,234.0,95,0,1,0,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0
328,11191,64,41411.0,3,416.0,11,0,1,0,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0
329,9707,28,55212.0,1,501.0,65,1,0,1,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0
330,6245,31,59292.0,1,439.0,71,1,0,1,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0
331,8234,25,27190.0,0,291.0,13,1,0,0,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1
332,1411,58,82623.0,1,452.0,58,0,1,0,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0
333,8553,43,44300.0,1,535.0,65,1,1,0,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0
334,1826,31,84835.0,1,364.0,0,0,1,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1
335,8842,54,30372.0,2,655.0,33,0,1,0,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0
336,11030,46,33181.0,0,570.0,90,1,0,1,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0
337,2579,42,71113.0,1,594.0,95,1,1,0,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0
338,175,49,71952.0,0,483.0,93,1,1,0,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0
339,9185,115,69759.0,0,276.0,38,0,0,1,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1
340,11056,26,72099.0,0,688.0,18,1,1,0,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0
341,9365,28,60000.0,0,204.0,57,0,0,1,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0
342,6201,45,38643.0,1,583.0,45,0,1,0,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0
343,2061,64,50737.0,1,381.0,61,1,1,0,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0
344,6184,41,68462.0,1,318.0,6,1,0,1,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0
345,6142,62,65073.0,0,231.0,65,1,0,1,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0
346,4107,49,46681.0,2,371.0,52,1,0,1,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0
347,7274,44,78618.0,0,13.0,87,1,1,0,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0
348,9336,43,62187.0,2,551.0,38,0,0,1,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0
349,2958,38,28442.0,1,177.0,53,1,1,0,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0
350,933,57,37717.0,1,194.0,31,1,0,1,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0
351,5837,28,51479.0,1,535.0,67,1,1,0,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0
352,10704,48,54803.0,0,244.0,65,0,1,0,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0
353,5125,40,79530.0,0,610.0,64,1,1,0,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0
354,4432,38,31615.0,1,554.0,82,0,1,0,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0
355,5955,36,72025.0,2,212.0,27,1,1,0,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0
356,2928,59,52614.0,1,414.0,63,0,0,1,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0
357,5680,45,35684.0,0,564.0,66,1,0,0,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0
358,10313,71,48178.0,0,313.0,69,1,1,0,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0
359,2557,66,29548.0,2,264.0,52,0,0,1,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0
360,1245,57,63810.0,0,639.0,45,0,1,0,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0
361,1519,45,38578.0,1,99.0,2,0,0,1,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1
362,10703,36,46098.0,2,125.0,86,0,0,1,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0
363,1726,36,22585.0,1,583.0,23,0,1,0,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1
364,4459,47,30279.0,2,548.0,13,0,1,0,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0
365,1729,45,66426.0,1,677.0,14,1,0,1,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0
366,1517,54,30822.0,0,408.0,92,0,1,0,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0
367,2098,38,33581.0,1,470.0,38,1,0,1,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0
368,9543,52,19986.0,0,589.0,74,1,1,0,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0
369,6878,39,27421.0,1,575.0,14,0,1,0,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0
370,3310,30,35688.0,1,68.0,94,1,0,0,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0
371,2724,39,36143.0,2,609.0,33,0,0,1,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0
372,948,44,10245.0,1,304.0,32,0,1,0,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0
373,6720,48,43795.0,1,595.0,11,1,0,1,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1
374,6202,42,63381.0,2,372.0,78,1,1,0,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0
375,2066,39,38823.0,2,680.0,56,1,1,0,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0
376,9799,44,83664.0,0,468.0,57,0,0,1,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0
377,8318,25,90300.0,1,546.0,7,1,1,0,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0
378,5642,53,62499.0,1,270.0,0,1,0,1,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0
379,2669,45,74293.0,1,380.0,66,0,1,0,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0
380,455,45,51012.0,2,537.0,86,1,0,1,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0
381,7683,29,70777.0,1,227.0,80,1,0,1,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0
382,3428,60,68682.0,0,564.0,56,1,0,1,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0
383,7414,41,43824.0,3,676.0,18,1,1,0,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0
384,6354,33,15345.0,1,91.0,51,1,1,0,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,1
385,798,43,23442.0,1,410.0,71,0,1,0,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0
386,8213,46,14515.0,1,256.0,71,1,0,0,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,1
387,2488,54,31395.0,1,632.0,80,0,0,0,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0
388,9999,65,75276.0,1,668.0,2,1,1,0,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0
389,7617,46,42373.0,2,417.0,83,0,1,0,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0
390,615,35,30507.0,0,177.0,29,1,1,0,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0
391,2552,35,55521.0,1,202.0,11,0,0,1,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,1
392,194,21,48006.0,0,56.0,55,1,1,0,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0
393,3645,68,27213.0,0,437.0,19,0,0,1,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,1
394,8890,46,65808.0,1,124.0,1,0,0,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0
395,5049,23,30351.0,0,266.0,19,1,0,1,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0
396,9973,43,50437.0,2,652.0,28,1,1,0,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0
397,7301,30,23616.0,1,667.0,76,0,0,0,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,1
398,10882,27,53858.0,1,552.0,50,1,1,0,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0
399,7030,34,66465.0,1,597.0,1,1,0,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0
400,7422,58,46923.0,2,463.0,90,0,1,0,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0
401,3523,49,75072.0,0,640.0,83,1,1,0,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0
402,7106,40,75865.0,2,318.0,73,1,0,1,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0
403,6504,54,19789.0,0,475.0,24,1,0,0,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0
404,5067,59,80134.0,3,250.0,11,1,1,0,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0
405,4216,49,91065.0,2,20.0,33,0,1,0,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,1
406,8581,42,49505.0,1,668.0,4,1,0,1,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0
407,5929,43,37401.0,2,30.0,14,1,0,1,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0
408,3129,40,30096.0,1,388.0,30,1,1,0,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0
409,6528,51,18492.0,2,620.0,75,1,0,1,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0
410,1361,32,82584.0,1,589.0,26,1,0,1,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,1
411,6932,38,93027.0,1,597.0,77,1,0,1,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0
412,7284,59,48686.0,1,456.0,8,1,1,0,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0
413,1340,27,92910.0,1,676.0,42,1,1,0,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0
414,8746,52,75433.0,1,522.0,28,1,1,0,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0
415,5987,71,10404.0,0,90.0,52,1,0,0,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0
416,3767,39,61314.0,1,221.0,1,1,1,0,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0
417,3725,20,84865.0,0,135.0,1,0,0,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,1
418,4324,33,42387.0,0,492.0,42,1,1,0,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0
419,238,43,67309.0,2,481.0,76,1,0,0,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0
420,6694,41,75236.0,1,54.0,27,1,1,0,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0
421,498,31,30015.0,1,38.0,28,0,1,0,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0
422,9347,32,50943.0,1,24.0,49,1,0,1,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0
423,9699,40,67272.0,0,390.0,12,0,1,0,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0
424,10664,73,51529.0,0,442.0,14,0,0,1,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0
425,5455,61,32011.0,3,207.0,89,1,0,1,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0
426,456,28,7500.0,0,66.0,96,1,0,0,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0
427,5012,25,28691.0,1,85.0,56,1,1,0,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0
428,7495,25,56223.0,1,56.0,72,1,0,1,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0
429,5029,46,18100.0,1,430.0,14,1,1,0,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0
430,10642,53,30279.0,0,416.0,13,0,1,0,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0
431,2106,25,20130.0,1,608.0,99,1,0,0,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0
432,10364,47,23295.0,2,522.0,72,0,1,0,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0
433,5954,50,42618.0,1,216.0,92,0,0,1,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0
434,1137,44,81246.0,1,147.0,87,0,1,0,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0
435,2541,58,24027.0,1,373.0,7,1,1,0,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0
436,1142,48,55707.0,1,190.0,91,1,0,1,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,0
437,2276,65,57959.0,1,295.0,71,0,1,0,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,0
438,2807,43,56796.0,1,311.0,24,1,1,0,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0
439,6471,28,36230.0,1,507.0,17,0,0,1,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0
440,6131,25,70829.0,1,360.0,87,1,0,0,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0
